id,filtered_entities
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[{'MISC': 'роденівського Мислителя'}]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,"[{'LOC': 'Великій Британії'}, {'LOC': 'Росії'}]"
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,"[{'DATE': '1987'}, {'PCT': '50%'}]"
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
a761c016cc58f19700e015b4a3d3f373bc73b728959264b2d3d6c000c962ddda,[]
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,[]
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,[]
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,[]
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,[]
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,[]
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,[]
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,"[{'MISC': 'відцентрове очищення'}, {'MISC': 'центрифуги'}, {'MISC': 'ГОСТ 17216-2001'}, {'MISC': 'Чистота промисловая'}, {'MISC': 'Классы чистоты жидкостей'}]"
6c6f8a99ab47fdd75eb6f4e429c2b89a709c4b6ccd8166d295f13f88a47be9b9,[]
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,[]
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,[]
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,"[{'CHEM': '85', 'CHEM': '105'}, {'LOC': 'підземних водах'}, {'ART': 'таблиці Д І М Менделєєва'}]"
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,"[{'LOC': 'України'}, {'LOC': 'північних'}, {'LOC': 'західних'}, {'LOC': 'областях'}, {'LOC': 'України'}, {'LOC': 'Волинській'}, {'LOC': 'Київській'}, {'LOC': 'Львівській'}, {'LOC': 'Рівненській'}, {'LOC': 'Чернігівській'}, {'LOC': 'Харківській'}, {'LOC': 'західної'}]"
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,[{'PERIOD': '2011-2012 рр'}]
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,"[{'ORG': 'СГПП «Рать»'}, {'ORG': 'СГТЗВО «Городгаце-2»'}, {'ORG': 'ПОСП ім. І. Франка'}, {'ORG': '«Білий Стік»'}, {'LOC': 'Волинської областей'}, {'LOC': 'Львівської областей'}, {'LOC': 'Луцького району'}, {'LOC': 'Горохівського району'}, {'LOC': 'Сокальського району'}, {'LOC': 'України'}]"
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,"[{'ORG': 'Волинська регіональна державна лабораторія ветеринарної медицини'}, {'ORG': 'Київська міська державна лабораторія ветеринарної медицини'}]"
96579fe568fae491ba8b69e03a0f7ecc060f2858ed95d142afc2e6198eeca986,[]
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'MISC': 'автократичних'}, {'MISC': 'монолітних'}, {'MISC': 'плюралістичних'}, {'MISC': 'демократичних'}, {'MISC': 'планова'}, {'MISC': 'ринкова'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'PERS': 'Пилипчук'}, {'ORG': 'КПУ'}, {'MISC': 'Народний Рух України'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'DATE': '1990-го'}, {'DATE': '4 березня'}, {'DATE': '1990 р'}, {'LOC': 'Тернопільщини'}, {'ORG': 'Руху'}, {'ART': 'Новому житті'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'PERS': 'Лисоня'}, {'ORG': 'Україна'}, {'LOC': 'Бережанський район'}, {'ART': '500-літній ювілей козацької слави'}, {'DATE': '1990-го'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'PERIOD': '1990 р.'}, {'LOC': 'Тернопільщини'}, {'LOC': 'волинських'}, {'ORG': 'Російської імперії'}, {'ORG': 'Австро-Угорської'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,[]
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'ORG': 'районна рада'}, {'ORG': 'районна партійна організація'}, {'ORG': '«Прапор комунізму»'}, {'ORG': '«Вісник Надзбруччя»'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'ORG': 'Орган Гусятинського районного комітету Комуністичної партії України та районної ради народних депутатів Тернопільської області'}, {'ORG': 'Громадсько-політичний часопис Гусятинського району Тернопільської області'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'JOB': 'борців'}, {'ORG': 'райкому', 'ORG': 'партії'}, {'LOC': 'Тернопільщини'}, {'DATE': '1990 р'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'ORG': '«Нове життя»'}, {'ORG': 'Громадсько-політична газета Бережанщини'}, {'LOC': 'Бережанщини'}, {'LOC': 'Тернопільщини'}, {'ORG': 'Рух'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'ORG': 'районної ради'}, {'ORG': '«Нового життя»'}, {'ORG': 'Бережанської районної ради'}, {'ORG': 'райкому компартії'}, {'ORG': 'районна організація компартії України'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'PERS': 'Михайла Грушевського'}, {'ORG': 'Бережанська районна рада'}, {'ORG': 'Бережанський райкому компартії'}, {'ORG': 'УНР'}, {'DATE': '2 жовтня'}, {'DATE': '№ 115'}, {'DATE': '24 серпня 1991 р'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'DATE': '1991', 'DATE': '1990'}]"
fd3358c736ab92f7cd74f0b74234b5283bd51de993faa2842f0903c1f0b46b7d,"[{'ORG': 'Прапор комунізму'}, {'ORG': 'Вісник Надзбруччя'}, {'ORG': 'Збручанська зоря'}, {'ORG': 'Гомін волі'}, {'DATE': '16 червня'}, {'DATE': '17 листопада'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERIOD': 'перша третина XX століття'}, {'PERIOD': 'пореволюційні роки'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Рафаель'}, {'JOB': 'основоположник європейського Ренесансу'}, {'LOC': 'Урбіно'}, {'DATE': 'XVI століття'}, {'DATE': '20-х рокiв XX століття'}, {'DATE': 'XVI століття'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Михайль Семенко'}, {'PERS': ""Валер'ян Поліщук""}, {'MISC': 'Неокласики'}, {'MISC': 'натуралізм'}, {'MISC': 'народницький реалізм'}, {'MISC': 'вільну верлібр'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,[{'PERIOD': '20-і роки'}]
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'ORG': '«Гарт»', 'ORG': '«Плуг»', 'ORG': '«Молодняк»', 'ORG': '«АСПИС»', 'ORG': '«Ланка»', 'ORG': '«МАРС»', 'ORG': '«ВАПЛІТЕ»', 'ORG': '«Авангард»', 'ORG': '«Нова генерація»'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'JOB': 'символісти'}, {'ORG': 'Біла студія'}, {'LOC': 'Києві'}, {'DATE': '1918 року'}, {'PERS': 'Яків Савченко'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Павло Тичина'}, {'PERS': 'Павло Савченко'}, {'PERS': 'Яків Савченко'}, {'PERS': 'Олекса Слісаренко'}, {'PERS': 'Дмитро Загул'}, {'PERS': 'Микола Терещенко'}, {'PERS': 'Юрій Іванів-Меженко'}, {'ORG': 'Музагет'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'ART': '«Гроно»'}, {'ART': '«Вир революції»'}, {'DATE': '1920'}, {'DATE': '1922'}, {'MISC': 'модернізм'}, {'MISC': 'символісти'}, {'MISC': 'футуризм'}, {'MISC': 'латин'}, {'MISC': 'futurum'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Філіппо Марінетті'}, {'ORG': '«Фігаро»'}, {'DATE': '1909 року'}, {'PERS': 'Гійом Аполлінер'}, {'PERS': 'Володимир Маяковський'}, {'PERS': 'Ігор Северянін'}, {'PERS': 'Велімир Хлєбніков'}, {'PERS': 'Михайль Семенко'}, {'PERS': 'Пабло Пікассо'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Пабло Пікассо'}, {'PERS': 'Вільгельм Уде'}, {'PERS': 'Михайль Семенко'}, {'PERS': 'Олекса Слісаренко'}, {'PERS': 'Гео Шкурупій'}, {'PERS': 'Володимир Ярошенко'}, {'PERS': 'Анатолій Петрицький'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'JOB': 'фахівець із IT'}, {'PERS': 'Слісаренко'}, {'ORG': 'Комкосмос'}, {'ORG': 'Комуністичний космос'}, {'ORG': 'Аспанфут'}, {'ORG': 'Асоціація панфутуристів'}, {'PERS': 'Михайль Семенко'}, {'PERS': 'Гео Шкурупій'}, {'PERS': 'Михайло Яловий'}, {'PERS': 'Олекса Слісаренко'}, {'PERS': 'Гео Коляда'}, {'PERS': 'Андрій Чужий'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Іван Підгорський'}, {'ORG': 'Українські панфутуристи'}, {'MISC': '«метамистецтво»'}, {'PERS': 'Лесь Курбас'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'DATE': '1927'}, {'DATE': '1930'}, {'DATE': '1918'}, {'PERS': 'Михайль Семенко'}, {'ORG': 'Нова генерація'}, {'ORG': 'журнал'}, {'ORG': 'Всеукраїнська федерація пролетарських письменників і митців'}, {'ORG': 'Цех каменярів'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'ORG': 'Український пролеткульт'}, {'ORG': 'ВУАПП'}, {'ORG': 'Всеукраїнська асоціація пролетарських письменників'}, {'ORG': 'ВУСПП'}, {'ORG': 'Всеукраїнська спілка пролетарських письменників'}, {'ORG': 'Гарт'}, {'PERS': 'Володимир Винниченко'}, {'PERS': 'Василь Еллан-Блакитний'}, {'DATE': '1924'}, {'DATE': '1923'}, {'DATE': '1925'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Кость Гордієнко'}, {'PERS': 'Іван Дніпровський'}, {'PERS': 'Олександр Довженко'}, {'PERS': 'Майк Йогансен'}, {'PERS': 'Олександр Копиленко'}, {'PERS': 'Іван Кулик'}, {'PERS': 'Володимир Сосюра'}, {'PERS': 'Павло Тичина'}, {'PERS': 'Микола Хвильовий'}, {'PERS': 'Василь Еллан-Блакитний'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,[{'DATE': '1926'}]
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Микола Хвильовий'}, {'PERS': 'Михайло Яловий'}, {'PERS': 'Олесь Досвітній'}, {'PERS': 'Микола Бажан'}, {'PERS': 'Олександр Довженко'}, {'PERS': 'Григорій Епік'}, {'PERS': 'Майк Йогансен'}, {'PERS': 'Григорій Коцюба'}, {'PERS': 'Олександр Копиленко'}, {'PERS': 'Микола Куліш'}, {'PERS': 'Аркадій Любченко'}, {'PERS': 'Юрій Смолич'}, {'PERS': 'Володимир Сосюра'}, {'PERS': 'Павло Тичина'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'ORG': 'ВАПЛІТЕ'}, {'PERS': 'Сергій Пилипенко'}, {'ORG': '«Плуг»'}, {'LOC': 'Харкові'}, {'DATE': '1922 року'}, {'DATE': '1928 року'}, {'DATE': '1925 1927'}, {'DATE': '1928 1932'}, {'ORG': '«Плужанин»'}, {'ORG': '«Плуг»'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'JOB': 'фахівець із IT'}, {'ORG': 'Плужани', 'ORG': 'Ланка'}, {'PERS': 'Валер\'ян Підмогильний'}, {'PERS': 'Михайло Івченко'}, {'PERS': 'Борис Антоненко-Давидович'}, {'PERS': 'Григорій Косинка'}, {'PERS': 'Євген Плужник'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Сергій Воскрекасенко'}, {'PERS': 'Іван Гончаренко'}, {'PERS': 'Ярослав Гримайло'}, {'PERS': 'Сава Голованівський'}, {'PERS': 'Борис Коваленко'}, {'PERS': 'Петро Колесник'}, {'PERS': 'Олександр Корнійчук'}, {'PERS': 'Степан Крижанівський'}, {'PERS': 'Терень Масенко'}, {'PERS': 'Леонід Первомайський'}, {'PERS': 'Леонід Смілянський'}, {'PERS': 'Анатолій Шиян'}, {'DATE': '1926'}, {'DATE': '1932'}, {'DATE': '1927'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Василь Десняк'}, {'PERS': 'Іван Ле'}, {'PERS': 'Микола Терещенко'}, {'PERS': 'Юрій Яновський'}, {'PERS': 'Фелікс Якубовський'}, {'PERS': 'Володимир Ярошенко'}, {'ORG': 'МАРС'}, {'ORG': 'Спілка письменників'}, {'ORG': 'Західна Україна'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'DATE': '1933'}, {'PERS': 'Володимир Гжицький'}, {'PERS': 'Микола Марфієвич'}, {'PERS': 'Федір Малицький'}, {'ART': 'Двоколійність'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'LOC': 'Україні'}, {'LOC': 'Західній Україні'}, {'LOC': 'Польщею'}, {'LOC': 'Підкарпатській Україні'}, {'LOC': 'Чехо-Словаччини'}, {'LOC': 'Буковині'}, {'LOC': 'Румунії'}, {'LOC': 'Франції'}, {'LOC': 'Німеччині'}, {'LOC': 'Америці'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,[]
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'JOB': 'фахівець із IT'}, {'PERS': 'Василь Бобинський'}, {'PERS': 'Олесь Бабій'}, {'PERS': 'Роман Купчинський'}, {'PERS': 'Юрій Шкрумеляк'}, {'PERS': 'Левко Лепкий'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'JOB': 'фахівець із IT'}, {'ORG': '«Логос»', 'ORG': '«Поступ»', 'ORG': '«Дзвони»', 'ORG': '«Листопад»', 'ORG': '«Дажбог»'}, {'PERS': 'Богдан-Ігор Антонич'}, {'PERS': 'Богдан Кравців'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Юрій Дараган'}, {'PERS': 'Леонід Мосендз'}, {'PERS': 'Євген Маланюк'}, {'PERS': 'Олекса Стефанович'}, {'PERS': 'Олег Ольжич'}, {'PERS': 'Олена Теліга'}, {'PERS': 'Галя Мазуренко'}, {'PERS': 'Оксана Лятуринська'}, {'PERS': 'Іван Ірлявський'}, {'PERS': 'Дмитро Донцов'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Євген Маланюк'}, {'PERS': 'Наталя Лівицька-Холодна'}, {'PERS': 'Леонід Мосендз'}, {'PERS': 'Павло Чирський'}, {'PERS': 'Павло Зайцев'}, {'PERS': 'Юрій Липа'}, {'PERS': 'Михайло Рудницький'}]"
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,[]
4b15a0d182a85fd225d74b18fc5a6b2d6ebc9cb1401c2efcb89fbdff74e815e0,"[{'PERS': 'Льва Троцького'}, {'MISC': '«Гарту»'}, {'MISC': '«Плуга»'}, {'MISC': '«Молодняка»'}, {'MISC': 'попутники'}, {'MISC': '«Ланки»'}]"
2e84816245d15a119e0404b2f71a7e5cd291cecf84f9b0b54ee2546d1d09a1bd,"[{'PERS': 'Лесь Курбас'}, {'PERS': 'Шевченка'}, {'PERS': 'Софокл'}, {'PERS': 'Шекспіра'}, {'PERS': 'Сінклер'}, {'PERS': 'Кайзер'}, {'PERS': 'Винниченко'}, {'PERS': 'Олександр Олесь'}]"
2e84816245d15a119e0404b2f71a7e5cd291cecf84f9b0b54ee2546d1d09a1bd,"[{'PERS': 'Микола Куліш'}, {'PERS': 'Мирослав Ірчан'}, {'PERS': 'Яків Мамонтов'}, {'DATE': '1897'}, {'DATE': '1937'}, {'DATE': '1923'}, {'PERIOD': 'Першої світової війни'}]"
2e84816245d15a119e0404b2f71a7e5cd291cecf84f9b0b54ee2546d1d09a1bd,"[{'JOB': 'щіткаря', 'JOB': 'фабриканта', 'JOB': 'професора', 'JOB': 'винахідника'}, {'PERS': 'Боб', 'PERS': 'Єва', 'PERS': 'Іван'}, {'ORG': ''}, {'LOC': ''}, {'ART': ''}, {'DATE': ''}, {'TIME': ''}, {'PERIOD': ''}, {'MONEY': ''}, {'PCT': ''}, {'QUANT': ''}, {'MISC': ''}, {'DOC': ''}]"
2e84816245d15a119e0404b2f71a7e5cd291cecf84f9b0b54ee2546d1d09a1bd,"[{'PERS': 'Мирослав Ірчан'}, {'PERS': 'Яків Мамонтов'}, {'PERS': 'Іван Кочерга'}]"
2e84816245d15a119e0404b2f71a7e5cd291cecf84f9b0b54ee2546d1d09a1bd,"[{'PERS': 'Іван Кочерга'}, {'PERS': 'Микола Куліш'}]"
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,"[{'PERS': 'Первісна людина'}, {'MISC': 'Леві-Брюль'}, {'ART': '«Первісне мислення»'}]"
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,"[{'PERIOD': 'Епоха аграрної культури'}, {'PERIOD': 'період коли'}, {'PERIOD': 'середина XVIII ст'}]"
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,"[{'PERIOD': 'неолітичної революції'}, {'ART': '(мал 17 18)'}, {'LOC': 'Сході'}, {'QUANT': '300'}, {'QUANT': '500'}]"
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,[]
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,"[{'LOC': 'Середземне море'}, {'LOC': 'Месопотамії'}, {'LOC': 'Єгипту'}, {'LOC': 'Середня Азія'}, {'LOC': 'Південно-Східна Азія'}, {'LOC': 'Центральна Америка'}]"
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,[]
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,[]
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,[]
cc86517412f9f7ab08137d8e0458a80dc6238fdad19d5712f19705bfef34671f,"[{'MISC': 'другої половини XVIII ст.'}, {'MISC': 'XVIII ст'}]"
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,"[{'PERS': 'Максимової'}, {'PERIOD': 'дев\'ятнадцятого'}, {'PERIOD': 'вікторіанської'}]"
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
e9e9dff30b58349a8b8616e36c3ec7cf93c4a5968ef0a7f6477da1fa83f1573e,[]
f5d9d86c59220117856ba995bb9f2ba731268c5aad113c54fc8c53d5e061851b,[]
f5d9d86c59220117856ba995bb9f2ba731268c5aad113c54fc8c53d5e061851b,[]
f5d9d86c59220117856ba995bb9f2ba731268c5aad113c54fc8c53d5e061851b,[]
f5d9d86c59220117856ba995bb9f2ba731268c5aad113c54fc8c53d5e061851b,[]
f5d9d86c59220117856ba995bb9f2ba731268c5aad113c54fc8c53d5e061851b,[]
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'LOC': 'Рондо'}, {'PERS': 'Данко'}, {'PERS': 'Зірка'}, {'PERS': 'Фабіян'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Данко'}, {'ART': 'атлас зі старовинними гравюрами рослин квітів дерев'}, {'PERS': 'Фабіян'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Фабіян'}, {'PERS': 'Рондо'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,[]
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,[]
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Данко'}, {'PERS': 'Фабіян'}, {'PERS': 'Зірка'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'LOC': 'Рондо'}, {'MISC': 'ВІЙНА'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,[]
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,[]
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Данкові'}, {'PERS': 'Зірка'}, {'MISC': 'Війна'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Зірка'}, {'PERS': 'Фабіян'}, {'PERS': 'Данко'}, {'PERS': 'Війни'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'MISC': 'Війна'}, {'PERS': 'Данко'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,[]
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Данко'}, {'LOC': 'Рондо'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Данко'}, {'LOC': 'Війни'}, {'LOC': 'сусідню вулицю'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,[]
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Фабіян'}, {'PERS': 'Данко'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Данко'}, {'PERS': 'Зірка'}, {'PERS': 'Фабіян'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,"[{'PERS': 'Данка'}, {'PERS': 'Фабіян'}]"
2d8dcd62e21ff115dea3d8216dd7a7d7e6ef34a61a0a44ee9acf015187d27c06,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,"[{'PERS': 'Іван Підгорський'}, {'ORG': 'Островершенко'}, {'LOC': 'Чернівців'}]"
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,"[{'PERS': 'Макаров'}, {'PERS': 'Марія'}]"
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,"[{'PERS': 'Островершенко'}, {'PERS': 'Макар'}, {'LOC': 'Парижа'}]"
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,"[{'PERS': 'Марія'}, {'LOC': 'Парижі'}, {'LOC': 'село'}]"
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,"[{'PERS': 'Марія'}, {'MISC': 'Дюма'}, {'MISC': 'Жуля Верн'}, {'MISC': 'Марк Твен'}, {'MISC': 'Ріда'}, {'MISC': 'Жорж Санд'}]"
b3499523741aece73ba78eb872626c365732d9a663bf03b05d4501a58138a08d,[]
